id_,class_,Fx_mean,Fx_median,Fx_std,Fy_mean,Fy_median,Fy_std,Fz_mean,Fz_median,Fz_std,Tx_mean,Tx_median,Tx_std,Ty_mean,Ty_median,Ty_std,Tz_mean,Tz_median,Tz_std,class-oridnal_mean
20,collision,0.41295681063122924,0.43023255813953487,0.053543321802666285,0.5942275042444822,0.597623089983022,0.023717069972024503,0.9465179968701096,0.9454225352112676,0.013883731799035542,0.4852233676975945,0.49410898379970547,0.034241211170919446,0.524993317294841,0.5156375300721733,0.06232033209879986,0.5474358974358975,0.5269230769230769,0.09964716564893009,0.0
21,collision,0.44318936877076415,0.43023255813953487,0.04864586104378243,0.5873231465761177,0.601018675721562,0.029854591711124905,0.9444835680751175,0.943075117370892,0.004883854254795657,0.49896907216494846,0.49337260677466865,0.030094830310478982,0.526650628174285,0.5172413793103449,0.06547673065680197,0.5189743589743591,0.5269230769230769,0.02898197572419784,0.0
22,collision,0.4393133997785161,0.4269102990033223,0.04504285888960035,0.6044142614601019,0.6044142614601019,0.008891730671755206,0.9434663536776213,0.943661971830986,0.005565917197339131,0.4967108492881689,0.4911634756995582,0.025491938139382383,0.5227479283614007,0.5140336808340016,0.028006524031020993,0.5297435897435897,0.5269230769230769,0.01111557156642155,0.0
23,collision,0.39446290143964563,0.42524916943521596,0.07623084400592042,0.6344086021505376,0.6112054329371817,0.04614333245192867,0.9465962441314555,0.9448356807511737,0.008449190377856814,0.4764359351988218,0.4867452135493373,0.021128833453908324,0.49617749264902433,0.5164394546912591,0.04555616190817176,0.5074358974358975,0.5192307692307693,0.0599814473054039,0.0
24,collision,0.4182724252491694,0.4318936877076412,0.03393981392305397,0.5906055461233729,0.5942275042444821,0.011707679868697791,0.9424491392801252,0.9424882629107981,0.00583266474088045,0.4997545409916544,0.49337260677466865,0.023642284616486438,0.5005613472333601,0.5148356054530874,0.0405396491943983,0.5192307692307693,0.5230769230769231,0.014753540200107244,0.0
25,collision,0.4249169435215947,0.4335548172757475,0.06030674953284648,0.5962648556876061,0.599320882852292,0.017727800921085887,0.942018779342723,0.943075117370892,0.007639419333088234,0.4888070692194404,0.4911634756995582,0.011323389565679878,0.5287356321839081,0.5164394546912591,0.029350044579990606,0.5141025641025642,0.5230769230769231,0.04131366386806474,0.0
26,collision,0.4374307862679956,0.4335548172757475,0.01537479886701531,0.5953593661573288,0.5942275042444821,0.008006330212141305,0.9417449139280125,0.943075117370892,0.005260533427062958,0.49052528227785963,0.4904270986745214,0.005942512839570383,0.5191125367548783,0.5156375300721733,0.010087628263596006,0.527948717948718,0.5269230769230769,0.005132781840520037,0.0
27,collision,0.42879291251384277,0.4318936877076412,0.013681708443037593,0.5977362761743067,0.5942275042444821,0.012905565910238552,0.9470657276995306,0.9419014084507042,0.01580496452025901,0.4824251350024546,0.491899852724595,0.03576101526501317,0.5238706228281208,0.5148356054530874,0.04017573360723524,0.5248717948717949,0.5269230769230769,0.006144681820907539,0.0
28,collision,0.4262458471760798,0.43023255813953487,0.01119261164646049,0.6011318619128466,0.6027164685908319,0.01033657050986382,0.9426056338028169,0.9424882629107981,0.0034662048002410475,0.48846342660775655,0.48821796759941094,0.00697293702078635,0.5096498262496659,0.5156375300721733,0.016155111210734836,0.5251282051282051,0.5230769230769231,0.003521059293977398,0.0
29,collision,0.43588039867109635,0.4335548172757475,0.005678467448662426,0.5856253537068478,0.5857385398981324,0.0139630531019938,0.9414319248826292,0.9413145539906104,0.002868134583062806,0.4969563082965145,0.4955817378497791,0.00784196669495887,0.5179363806468859,0.5172413793103449,0.0033733527054944654,0.5238461538461539,0.5230769230769231,0.0036197074927473696,0.0
30,collision,0.436655592469546,0.43521594684385384,0.0038635187749696868,0.5813242784380306,0.5857385398981324,0.015019196494771339,0.9387323943661972,0.9395539906103286,0.004506623052268899,0.49779086892488955,0.49337260677466865,0.010150256813026717,0.5184709970596098,0.5172413793103449,0.0034004773933556448,0.5256410256410257,0.5269230769230769,0.003460520810932438,0.0
31,collision,0.43023255813953487,0.4318936877076412,0.009270064064843202,0.5968307866440293,0.5959252971137521,0.005402026221654374,0.9431142410015649,0.943075117370892,0.0030207467914532436,0.49106529209621996,0.4911634756995582,0.004546721734107212,0.5155840684309009,0.5172413793103449,0.009432501115897367,0.5215384615384616,0.5269230769230769,0.014595127662315622,0.0
32,collision,0.4343300110741971,0.43023255813953487,0.014506775542691308,0.6027164685908318,0.6044142614601019,0.008142328562500389,0.9440923317683881,0.9448356807511737,0.0033746257672688166,0.49013254786450666,0.48600883652430044,0.01861197222926561,0.5131782945736434,0.5148356054530874,0.02217696330929084,0.5302564102564102,0.5269230769230769,0.013703991393279281,0.0
33,collision,0.4510520487264673,0.4335548172757475,0.03923857216542916,0.6046406338426712,0.599320882852292,0.03043785724860882,0.9423708920187793,0.9442488262910799,0.01540455031311101,0.5211094747177222,0.48895434462444776,0.13369036406483964,0.5546645282010159,0.5180433039294307,0.1054107902170935,0.48743589743589744,0.5269230769230769,0.1352533287845778,0.0
34,collision,0.42281284606866004,0.4318936877076412,0.04219150760641256,0.62354272778721,0.6027164685908319,0.04298691741192309,0.9446009389671362,0.943661971830986,0.0038019577405063306,0.47304860088365247,0.4852724594992636,0.027818237256894578,0.5082063619353114,0.5156375300721733,0.031931257168171794,0.5251282051282051,0.5230769230769231,0.002461309513162247,0.0
35,obstruction,0.41295681063122924,0.4186046511627907,0.019742798708412463,0.6501414827391058,0.6281833616298812,0.07338053786829069,0.8267605633802817,0.9055164319248826,0.2138681330048032,0.5289150711831124,0.5036818851251841,0.09453013982280127,0.5687249398556536,0.5212510024057739,0.1358709420892665,0.5417948717948718,0.5230769230769231,0.048907477873443794,3.0
36,obstruction,0.4438538205980066,0.43521594684385384,0.022769337202748135,0.5584606677985285,0.6044142614601019,0.10970247164124972,0.7440923317683882,0.8392018779342724,0.19905077385098244,0.3767795778105057,0.3865979381443299,0.034932386099593184,0.4353381448810479,0.4699278267842823,0.07207632570947867,0.5328205128205128,0.5076923076923077,0.06235493166961312,3.0
37,obstruction,0.43023255813953487,0.4335548172757475,0.015570123115637642,0.565704584040747,0.5908319185059423,0.051485411298129856,0.8240610328638497,0.9419014084507042,0.27431639036917094,0.4737849779086893,0.4896907216494846,0.059491008753417327,0.5190056134723336,0.5180433039294307,0.007493353125824652,0.5202564102564103,0.5230769230769231,0.009132566764687156,3.0
38,obstruction,0.43156146179401994,0.43521594684385384,0.018627096772793214,0.5916242218449349,0.5891341256366723,0.014854705856706998,0.8618935837245696,0.9413145539906104,0.2200645725431574,0.48213058419243987,0.4948453608247423,0.03750307499725808,0.5227479283614007,0.5180433039294307,0.016358550889526424,0.5225641025641026,0.5230769230769231,0.01643827735879445,3.0
39,obstruction,0.4110741971207087,0.4318936877076412,0.05109875038803073,0.5870967741935484,0.599320882852292,0.0646634008496677,0.8188575899843505,0.9301643192488264,0.24779465263343214,0.44177712322042223,0.4793814432989691,0.07180200160329915,0.5293237102379044,0.5196471531676022,0.03018151986458458,0.5335897435897436,0.5230769230769231,0.03316454872593604,3.0
40,normal,0.4312292358803987,0.4318936877076412,0.0008423464332842325,0.6011318619128467,0.601018675721562,0.002265744106171873,0.9432707355242567,0.943075117370892,0.0032117821855955726,0.486205203730977,0.4867452135493373,0.0021281653956330094,0.5143009890403636,0.5148356054530874,0.0013779064843371595,0.522051282051282,0.5230769230769231,0.0017605296469886999,2.0
41,obstruction,0.42469545957918053,0.42857142857142855,0.013592098768356844,0.6194680249009621,0.6078098471986417,0.038287106928168904,0.847848200312989,0.9413145539906104,0.25072792945702727,0.4747668139420717,0.48306332842415317,0.025168689401465383,0.5048382785351511,0.5132317562149158,0.023214034206776153,0.5189743589743591,0.5230769230769231,0.00936110668668775,3.0
42,normal,0.43145071982281286,0.4318936877076412,0.0013269246457109406,0.6001131861912847,0.601018675721562,0.0016815456738065026,0.9444053208137716,0.9454225352112676,0.0022670978144701463,0.4876288659793815,0.48821796759941094,0.001674578439602705,0.5152632985832665,0.5148356054530874,0.0010441163539243177,0.5258974358974359,0.5230769230769231,0.0070421185879548905,2.0
43,obstruction,0.4232558139534884,0.43023255813953487,0.024407059573604662,0.6048670062252406,0.6061120543293718,0.022103622555443816,0.8412754303599375,0.9419014084507042,0.26492877440947804,0.46936671575846833,0.48306332842415317,0.048984137497714034,0.5172948409516172,0.5132317562149158,0.008021918827556457,0.5210256410256411,0.5230769230769231,0.010469400191872097,3.0
44,obstruction,0.4105204872646733,0.43521594684385384,0.050847416277659985,0.6494623655913979,0.6061120543293718,0.09381826396017587,0.7947574334898279,0.892018779342723,0.23084249575523397,0.5782523318605792,0.5382916053019146,0.1087056923598226,0.5370756482224004,0.5437048917401764,0.01735481197106605,0.545128205128205,0.5615384615384615,0.06139176654664883,3.0
45,obstruction,0.42281284606866004,0.43853820598006643,0.06387675506451024,0.6368986983588002,0.6078098471986417,0.09995551037345318,0.7606025039123631,0.8509389671361502,0.2220591415149857,0.6132056946489935,0.5765832106038292,0.09372196734327132,0.5479818230419674,0.5557337610264635,0.027684518360619772,0.5351282051282051,0.5538461538461539,0.06666279222328446,3.0
46,obstruction,0.42248062015503873,0.4335548172757475,0.026493894537782527,0.47504244482173175,0.5178268251273345,0.0913212377090526,0.4944835680751174,0.5616197183098592,0.1364157226754748,0.19243986254295536,0.2054491899852725,0.04069694707843231,0.4425554664528201,0.4667201283079391,0.04858656112973393,0.5969230769230769,0.5653846153846154,0.06432890443572203,3.0
47,obstruction,0.4060908084163898,0.43853820598006643,0.06521121227340569,0.4667798528579513,0.5008488964346349,0.08230723191694911,0.5192879499217528,0.5475352112676057,0.155854552308721,0.1830633284241532,0.18041237113402064,0.0968571951755645,0.396685378241112,0.4619085805934242,0.1154682610517382,0.6507692307692309,0.5461538461538462,0.16446974146628965,3.0
48,obstruction,0.4069767441860465,0.4485049833887043,0.06574740398283901,0.4613469156762875,0.5008488964346349,0.07662797102751162,0.4960485133020345,0.5475352112676057,0.11508985398523715,0.16416298478154148,0.178939617083947,0.05851928674142621,0.3932103715584069,0.4619085805934242,0.11226931029019205,0.6502564102564103,0.5423076923076924,0.1648308302238374,3.0
49,obstruction,0.41904761904761906,0.42857142857142855,0.025180278042647358,0.6183361629881154,0.6095076400679117,0.02053657761902588,0.8516823161189359,0.9413145539906104,0.2380659860708086,0.46470299459990183,0.48159057437407954,0.03953525363400721,0.5136059877038225,0.5140336808340016,0.004187449388594706,0.5282051282051282,0.5269230769230769,0.005173790070265823,3.0
50,obstruction,0.44019933554817275,0.42358803986710963,0.042327384422006877,0.6058856819468025,0.599320882852292,0.027049740639533897,0.8280907668231612,0.9407276995305165,0.2359080337680912,0.47560137457044677,0.4896907216494846,0.034569259206086715,0.4238438920074846,0.5068163592622293,0.17418830858782325,0.5087179487179487,0.5230769230769231,0.03523459198352811,3.0
51,obstruction,0.381063122923588,0.4152823920265781,0.06495966365667492,0.5692133559705715,0.6095076400679117,0.07609410197006748,0.6827856025039124,0.7799295774647887,0.20687120550214305,0.3122238586156112,0.30927835051546393,0.022326748776550383,0.5666399358460305,0.5461106655974338,0.054231690230734104,0.5502564102564104,0.5423076923076924,0.019311187168194136,3.0
52,fr_collision,0.4096345514950166,0.40863787375415284,0.003062971580495977,0.6967741935483871,0.6910016977928692,0.023991544273354093,0.7716744913928013,0.7811032863849765,0.04971490456696646,0.3487972508591065,0.35640648011782033,0.031076090947618398,0.4665062817428495,0.4651162790697675,0.00696116673665862,0.507948717948718,0.5076923076923077,0.006413918367944592,1.0
53,obstruction,0.3941306755260244,0.3920265780730897,0.0058043403699641035,0.8123372948500283,0.8149405772495756,0.03218692557096056,0.3908450704225352,0.43838028169014087,0.19844248563337105,0.2177221404025528,0.21944035346097202,0.032872529598662555,0.4305800588078054,0.4306335204490778,0.015171511167115924,0.47564102564102567,0.47307692307692306,0.008308641921035757,3.0
54,fr_collision,0.4424141749723145,0.4418604651162791,0.00278432461743363,0.6157328805885682,0.6162988115449916,0.0027724841457647973,0.9209702660406887,0.9219483568075117,0.007172623281653228,0.4729013254786451,0.4720176730486009,0.0019915269625414267,0.5317829457364341,0.5316760224538893,0.003276648498232758,0.5282051282051282,0.5269230769230769,0.001876730909516427,1.0
55,fr_collision,0.4480620155038759,0.446843853820598,0.004370952275410214,0.6200339558573854,0.6213921901528013,0.003284629059855531,0.9041862284820031,0.9031690140845071,0.011162288894212122,0.4700049091801669,0.4690721649484536,0.0022346978829427327,0.5378241112002139,0.53728949478749,0.004583380967517388,0.5315384615384615,0.5307692307692308,0.00297921795862108,1.0
56,fr_collision,0.4568106312292359,0.4568106312292359,0.0036609512625869617,0.6278438030560272,0.6281833616298812,0.003641360032177809,0.856455399061033,0.8591549295774649,0.02787651345136528,0.46499754540991656,0.4646539027982327,0.002258832630503866,0.5465918203688853,0.5469125902165197,0.0034130618094826556,0.5343589743589744,0.5346153846153846,0.002706659809803801,1.0
57,obstruction,0.5109634551495017,0.5066445182724253,0.029340054725629495,0.6520656479909451,0.6536502546689303,0.03924628737988083,0.4735915492957747,0.5522300469483568,0.23356070245754204,0.45139911634757,0.4491899852724595,0.03023760668154216,0.5967388398823844,0.5958299919807538,0.036582012941613715,0.5451282051282053,0.55,0.00936110668668768,3.0
58,fr_collision,0.4411960132890365,0.4368770764119601,0.009329406644750389,0.6089417091114885,0.6044142614601019,0.008057598592232486,0.9124804381846636,0.920774647887324,0.030268646121225908,0.5043691703485519,0.4992636229749632,0.01588514561353212,0.5506014434643144,0.5421010425020049,0.03241997856216141,0.5487179487179488,0.5423076923076924,0.02114968324006896,1.0
59,obstruction,0.435437430786268,0.44019933554817275,0.028014029157778876,0.6599886813808715,0.6451612903225806,0.03897253149724872,0.7584115805946792,0.7658450704225352,0.055356481143179995,0.5560628375061365,0.5508100147275405,0.014348873449009255,0.639240844693932,0.6335204490777867,0.012833896214863137,0.5933333333333334,0.5923076923076923,0.010923799181610712,3.0
60,obstruction,0.28648947951273535,0.36046511627906974,0.1308379516587588,0.7809847198641766,0.7385398981324278,0.09744840903044395,0.43701095461658845,0.5152582159624413,0.20633644808459226,0.6600392734413353,0.6958762886597938,0.07869527806595854,0.6244854317027533,0.6383319967923016,0.04545724061662583,0.5248717948717949,0.5615384615384615,0.08344427667072898,3.0
61,obstruction,0.019933554817275732,0.01993355481727571,0.005177366926737398,0.9273344651952462,0.9219015280135823,0.01704087289062403,0.1593114241001565,0.16901408450704225,0.030176669262162285,0.7099656357388315,0.7091310751104566,0.00748825282791816,0.4533012563485699,0.44667201283079394,0.01855962833471456,0.2792307692307692,0.28076923076923077,0.02427303134588909,3.0
62,fr_collision,0.4262458471760798,0.4269102990033223,0.00604823249058336,0.5949066213921902,0.5959252971137521,0.004198146305781027,0.9210485133020344,0.9278169014084507,0.015407211620226366,0.4789887088856161,0.48379970544919,0.010221996343879988,0.500133654103181,0.5012028869286287,0.012986180571394855,0.5338461538461539,0.5346153846153846,0.0058510679173512615,1.0
63,obstruction,0.43289036544850495,0.43521594684385384,0.021159500965846772,0.5653650254668929,0.5840407470288624,0.053569910089756166,0.7253521126760564,0.7816901408450705,0.1529645867855008,0.35827196858124694,0.38291605301914583,0.08218012216774653,0.42854851643945474,0.4482758620689655,0.043578640110125744,0.5438461538461539,0.5384615384615384,0.02663900368498838,3.0
64,obstruction,0.464562569213732,0.45348837209302323,0.02642685585178097,0.44640633842671196,0.5789473684210527,0.2239160737235503,0.5126369327073552,0.6279342723004695,0.23285362212553556,0.3099656357388316,0.2768777614138439,0.08407029648889115,0.3605453087409784,0.39454691259021657,0.08967879871770629,0.5958974358974359,0.5307692307692308,0.14291130277938827,3.0
65,obstruction,0.4348837209302326,0.4335548172757475,0.01484697817444501,0.6005659309564233,0.599320882852292,0.01911664653443794,0.8464006259780908,0.9419014084507042,0.244163946540799,0.4680412371134021,0.48895434462444776,0.049878954719304605,0.48912055600106924,0.5148356054530874,0.06533205370043581,0.5192307692307693,0.5230769230769231,0.013481147413610247,3.0
66,obstruction,0.4285714285714286,0.4269102990033223,0.0030110530470929013,0.6002263723825693,0.599320882852292,0.00867766658327822,0.690414710485133,0.8433098591549296,0.313954275756178,0.44486990672557686,0.47054491899852724,0.04970008516666673,0.4911520983694199,0.4947874899759423,0.02013468915819677,0.4971794871794872,0.5192307692307693,0.033386826617743524,3.0
67,normal,0.4287929125138427,0.42857142857142855,0.0013850654282936633,0.6016977928692699,0.601018675721562,0.0024686899151102684,0.939906103286385,0.9395539906103286,0.0015174148017100997,0.4845360824742268,0.4845360824742268,0.0023286286157351834,0.5121090617481957,0.5116279069767442,0.001415183555200568,0.5241025641025642,0.5230769230769231,0.0017605296469886964,2.0
68,fr_collision,0.41805094130675524,0.4186046511627907,0.0041488669647028594,0.6184493491794001,0.6179966044142614,0.0046922078292064365,0.9247261345852896,0.926056338028169,0.0058872382793134,0.4489445262641139,0.4477172312223859,0.01038663333305676,0.4924886394012296,0.49398556535685645,0.0069901406277045365,0.53,0.5307692307692308,0.004162790532939719,1.0
69,fr_collision,0.3925802879291251,0.3953488372093023,0.014118438024981726,0.6366723259762309,0.633276740237691,0.008983875419574164,0.8853286384976526,0.8914319248826291,0.018803953524702936,0.39420716740304373,0.4020618556701031,0.02731220963006333,0.4451216252338947,0.44987971130713716,0.02537079385796581,0.5533333333333333,0.55,0.019818847102669918,1.0
70,obstruction,0.26478405315614617,0.2558139534883721,0.03170352460555696,0.6265987549518959,0.6570458404074703,0.09146826959941448,0.5162754303599375,0.5404929577464789,0.18738788510701562,0.1248895434462445,0.10677466863033874,0.06054421606235236,0.1632718524458701,0.16519647153167605,0.10031881469661737,0.7838461538461539,0.7653846153846154,0.08631166863183591,3.0
71,fr_collision,0.4339977851605758,0.43521594684385384,0.003944297938236953,0.6043010752688172,0.6044142614601019,0.0027575915538286416,0.9262128325508608,0.9248826291079812,0.005040835649592972,0.4724104074619539,0.47128129602356406,0.005627844159154638,0.5083132852178562,0.5108259823576584,0.007049034481178119,0.5271794871794871,0.5269230769230769,0.005132781840520038,1.0
72,obstruction,0.4566998892580288,0.446843853820598,0.028658124629856768,0.6136955291454442,0.6112054329371817,0.013148959382505645,0.8615414710485133,0.8861502347417841,0.06212405259380159,0.4029455081001473,0.43004418262150224,0.07437314212631546,0.4965517241379311,0.4963913392141139,0.0027812534834237394,0.4705128205128205,0.5,0.07072063947365508,3.0
73,obstruction,0.5197120708748616,0.5149501661129569,0.009330814963370342,0.6601018675721562,0.6621392190152802,0.00612820245349648,0.6998043818466354,0.7071596244131455,0.020425650730749177,0.19106529209621997,0.1980854197349043,0.018075804414714274,0.4845763164929163,0.48436246992782683,0.003097942803413868,0.2943589743589744,0.29615384615384616,0.013933384159607255,3.0
74,fr_collision,0.435437430786268,0.43853820598006643,0.006460023654648479,0.5864176570458405,0.5840407470288624,0.008604596883763485,0.9162363067292645,0.9113849765258216,0.009567364854230745,0.4831124202258223,0.4852724594992636,0.008140531403247773,0.5067628976209569,0.508420208500401,0.004407633612350115,0.5407692307692308,0.5384615384615384,0.007091957274840734,1.0
75,obstruction,0.45204872646733113,0.45016611295681064,0.005359434161805577,0.6239954725523487,0.6264855687606112,0.007256285421539181,0.8526212832550861,0.852112676056338,0.010202944821124766,0.37947962690230735,0.37628865979381443,0.01937638637552985,0.4839882384389201,0.48035284683239776,0.0069241155290626424,0.471025641025641,0.47307692307692306,0.013780879922962562,3.0
76,fr_collision,0.4251384274640088,0.42524916943521596,0.003290466451402087,0.6072439162422184,0.6061120543293718,0.0038857190850345295,0.9188575899843505,0.920774647887324,0.00896471583537695,0.49921453117329406,0.49852724594992637,0.005143104724743816,0.517669072440524,0.5164394546912591,0.005195886909414511,0.5292307692307693,0.5307692307692308,0.0028338015292807823,1.0
77,obstruction,0.42081949058693247,0.42358803986710963,0.009820687490373625,0.6971137521222411,0.7011884550084889,0.04674681704529779,0.7448748043818466,0.7588028169014085,0.10675532390986733,0.5510554737358861,0.5331369661266568,0.048742268532850234,0.6182838813151563,0.6014434643143545,0.05651882402688206,0.611025641025641,0.6153846153846154,0.038512786370294635,3.0
78,obstruction,0.4282392026578073,0.42857142857142855,0.0006877729827332418,0.7152235427277872,0.7130730050933786,0.006835492853000045,0.6482785602503912,0.6514084507042254,0.011620536885131006,0.6209131075110457,0.6200294550810015,0.0026138791383356072,0.6845763164929164,0.6824378508420208,0.007119064015932179,0.6448717948717949,0.6423076923076924,0.008308641921035812,3.0
